10,100,12,15,40,algorithm,algorithms,assignments,attendance,chong,code,coding,content,cs2040,data,data structures,day,did,expected,final,finals,grade,java,just,kattis,lab,labs,lecture,lectures,like,lot,marks,midterm,midterms,module,prof,prof chong,questions,quite,quiz,quizzes,really,structures,tha,thas,time,tutorial,visualgo,week,weeks
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6974591095611239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7166245812768385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1009637975085447,0.11208993251284786,0.0,0.0,0.0961394741310462,0.06506644682766904,0.1553146316833384,0.0,0.09849918098641972,0.0,0.05762953302027175,0.0,0.10624824586980201,0.06969758216783946,0.1152590660405435,0.1152590660405435,0.0,0.10909218936068901,0.05048189875427235,0.0,0.24056704724773348,0.040094507874622244,0.0,0.05312412293490101,0.0,0.1834030536564078,0.05312412293490101,0.0,0.2881476651013588,0.05604496625642393,0.0,0.05312412293490101,0.04924959049320986,0.3106292633666768,0.0,0.2141175005548033,0.0,0.344747133452469,0.6164946288206632,0.0480697370655231,0.0,0.054546094680344506,0.1152590660405435,0.061099352125801844,0.0,0.1009637975085447,0.04480451203375768,0.0,0.059310191288189346,0.0
0.22545529116570887,0.025030029570044677,0.07308187268056328,0.06440472823211336,0.10734121372018897,0.02905907875227996,0.04624298527136045,0.15442624149389306,0.06598551780997844,0.0,0.15442624149389306,0.24040068919216845,0.1898045026002098,0.09338211756466247,0.0,0.0,0.10012011828017871,0.07308187268056328,0.0,0.0,0.16115810326227806,0.0,0.09744249690741771,0.30843231672534094,0.13643674825516558,0.16381788277837353,0.0949022513001049,0.10012011828017871,0.15442624149389306,0.25030029570044676,0.17435447251367975,0.04745112565005245,0.021995172603326146,0.11560746317840113,0.14616374536112656,0.05737572233513287,0.0,0.26394207123991376,0.10012011828017871,0.15027769920826453,0.13197103561995688,0.21924561804168985,0.0,0.10914939860413247,0.16805936487513976,0.3832739949817051,0.04001994598213661,0.18008975691961476,0.07946489796904249,0.08186204895309936
0.13913818079947513,0.07723555215152085,0.03758497882816243,0.0993673365877498,0.03312244552924993,0.40350623389187185,0.0,0.039709621580375276,0.06787084673359685,0.07723555215152085,0.11912886474112584,0.09272601893759039,0.0,0.14407532741824214,0.3970962158037528,0.3176769726430022,0.07723555215152085,0.11275493648448728,0.06956909039973756,0.03478454519986878,0.08288134494821826,0.055254229965478845,0.18792489414081215,0.0,0.08420099988900615,0.063186924096881,0.0,0.0,0.039709621580375276,0.07723555215152085,0.08966805197597152,0.10981550819397773,0.06787084673359685,0.0356731750013849,0.3382648094534618,0.08852258009215018,0.08173535784456938,0.0,0.07723555215152085,0.13248978211699972,0.0,0.07516995765632487,0.3176769726430022,0.04210049994450307,0.0,0.24349181639908146,0.061745085365451334,0.21610779877907965,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.664951891906931,0.5281282900249678,0.5281282900249678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.09183836270392348,0.0809342258795394,0.0809342258795394,0.0,0.0,0.7762391770834692,0.16584145139046796,0.09436198813040496,0.1940597942708673,0.1132873560766836,0.08944421225780859,0.0,0.0,0.0,0.28308596439121486,0.0,0.08499554285136084,0.08499554285136084,0.0675064636286738,0.1350129272573476,0.0,0.0,0.0,0.23159452928864482,0.08944421225780859,0.0,0.0,0.0,0.0,0.08944421225780859,0.16584145139046796,0.0,0.0,0.07210122298378031,0.09985959382581802,0.08292072569523398,0.0,0.1618684517590788,0.08292072569523398,0.0,0.0,0.0,0.0,0.0,0.07543662018412634,0.07543662018412634,0.0,0.0
0.0603764546362053,0.13405978959863354,0.0,0.0,0.11498300860029548,0.0,0.12383774574742194,0.06892503990471754,0.17670783427178358,0.0,0.0,0.0,0.0,0.25007535444496015,0.0,0.0,0.06702989479931677,0.130474482629133,0.0603764546362053,0.0,0.19181245520391474,0.047953113800978685,0.0652372413145665,0.0635365601852643,0.14614990136886669,0.05483760725368165,0.1270731203705286,0.13405978959863354,0.20677511971415263,0.06702989479931677,0.0,0.0635365601852643,0.35341566854356715,0.0,0.0,0.0,0.0,0.41231827996749504,0.4692092635952174,0.05749150430014774,0.058902611423927866,0.130474482629133,0.0,0.07307495068443334,0.1800237832895297,0.2415058185448212,0.16075886535911324,0.05358628845303775,0.0,0.07307495068443334
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
